1.000000000000024028e+07,4.999999999999999774e-08
2.720003400000096112e+07,1.999999999999999909e-07
1.676663000000168011e+07,3.499999999999999842e-07
3.346670300000239909e+07,4.999999999999999774e-07
3.539997000003119931e+06,6.500000000000000235e-07
8.000000000003839843e+06,7.999999999999999638e-07
4.000000000045599882e+05,9.500000000000000100e-07
1.706667000000527874e+07,1.100000000000000056e-06
4.032003030000599474e+07,1.250000000000000102e-06
3.653330300006719772e+06,1.399999999999999937e-06
2.032000030000744015e+07,1.549999999999999983e-06
2.333337000000815839e+07,1.700000000000000029e-06
3.486663300008879974e+06,1.850000000000000075e-06
1.333330000095999858e+05,1.999999999999999909e-06
3.433330000010319985e+06,2.150000000000000167e-06
4.146663300001104176e+07,2.300000000000000002e-06
1.066670000117599993e+05,2.449999999999999836e-06
1.338666330001248047e+07,2.600000000000000094e-06
2.756670000001319870e+07,2.749999999999999928e-06
3.333330000013920013e+06,2.900000000000000186e-06
4.671997330001463741e+07,3.050000000000000021e-06
1.740003300001535937e+07,3.199999999999999855e-06
1.676667000001608022e+07,3.350000000000000113e-06
1.026666700001679920e+07,3.499999999999999947e-06
2.383330000001752004e+07,3.650000000000000205e-06
1.824000000000000155e-05,3.800000000000000040e-06
2.373337000001896173e+07,3.950000000000000298e-06
1.015333330001968145e+07,4.099999999999999709e-06
2.370003700002039969e+07,4.249999999999999966e-06
1.040000000002112053e+07,4.400000000000000224e-06
3.036670700002184138e+07,4.549999999999999635e-06
4.023330300002256036e+07,4.699999999999999893e-06
1.365334030002328008e+07,4.850000000000000151e-06
3.599997000024000183e+06,5.000000000000000409e-06
1.373330000002471916e+07,5.149999999999999820e-06
1.676670000002544001e+07,5.300000000000000078e-06
2.026669700002615899e+07,5.450000000000000336e-06
1.333330000268800068e+05,5.599999999999999747e-06
3.726667000002759695e+07,5.750000000000000004e-06
6.800003000028319657e+06,5.900000000000000262e-06
2.383337000002903864e+07,6.049999999999999673e-06
4.999997000002975762e+07,6.199999999999999931e-06
6.800003000030480325e+06,6.350000000000000189e-06
3.338663330003120005e+07,6.499999999999999600e-06
1.680000300003191829e+07,6.649999999999999858e-06
2.396670300003264099e+07,6.800000000000000116e-06
3.396670300003336370e+07,6.950000000000000374e-06
6.766670000034079887e+06,7.099999999999999785e-06
3.386663300034799613e+06,7.250000000000000043e-06
5.333330003552000562e+04,7.400000000000000300e-06
3.013336300003623962e+07,7.549999999999999711e-06
3.386663300036959816e+06,7.700000000000000816e-06
2.013330300003768131e+07,7.849999999999999380e-06
2.693336700003840029e+07,7.999999999999999638e-06
6.720003300039120018e+06,8.149999999999999896e-06
1.466663000039839884e+06,8.300000000000000154e-06
3.055337330004056171e+07,8.450000000000000412e-06
6.800003000041279942e+06,8.600000000000000670e-06
1.680000300004199892e+07,8.749999999999999233e-06
6.766670000042719766e+06,8.899999999999999491e-06
2.338670330004344136e+07,9.049999999999999749e-06
1.730003300004415959e+07,9.200000000000000007e-06
1.356667300004488043e+07,9.350000000000000265e-06
3.036670700004560128e+07,9.500000000000000523e-06
2.698670030004632100e+07,9.650000000000000781e-06
3.653330300047039986e+06,9.799999999999999345e-06
