moduleID,module_current,time(s)
mem0,5.5,2.6e-05
mem1,24,2.6e-05
cpu0,0.2,2.7e-05
cpu1,0.5,2.7e-05
mem0,5.5,2.7e-05
mem1,24,2.7e-05
cpu0,0.200001,2.8e-05
cpu1,0.500001,2.8e-05
mem0,5.5,2.8e-05
mem1,24,2.8e-05
cpu0,0.2,2.9e-05
cpu1,0.5,2.9e-05
mem0,5.5,2.9e-05
mem1,24,2.9e-05
cpu0,0.400001,3e-05
cpu1,0.5,3e-05
mem0,5.5,3e-05
mem1,24,3e-05
cpu0,0.4,3.1e-05
cpu1,0.5,3.1e-05
mem0,5.5,3.1e-05
mem1,24,3.1e-05
cpu0,0.400001,3.2e-05
cpu1,0.5,3.2e-05
mem0,5.5,3.2e-05
mem1,24,3.2e-05
cpu0,0.4,3.3e-05
cpu1,0.5,3.3e-05
mem0,5.5,3.3e-05
mem1,24,3.3e-05
cpu0,0.400001,3.4e-05
cpu1,0.5,3.4e-05
mem0,5.5,3.4e-05
mem1,24,3.4e-05
cpu0,0.4,3.5e-05
cpu1,0.5,3.5e-05
mem0,5.5,3.5e-05
mem1,24,3.5e-05
cpu0,0.400001,3.6e-05
cpu1,0.500001,3.6e-05
mem0,3.25,3.6e-05
mem1,24,3.6e-05
cpu0,0.4,3.7e-05
cpu1,0.5,3.7e-05
mem0,3.25,3.7e-05
mem1,24,3.7e-05
cpu0,0.400001,3.8e-05
cpu1,0.5,3.8e-05
mem0,3.25,3.8e-05
mem1,24,3.8e-05
cpu0,0.4,3.9e-05
cpu1,0.5,3.9e-05
mem0,3.25,3.9e-05
mem1,24,3.9e-05
cpu0,0.400001,4e-05
cpu1,0.5,4e-05
mem0,3.25,4e-05
mem1,24,4e-05
cpu0,0.4,4.1e-05
cpu1,0.5,4.1e-05
mem0,3.25,4.1e-05
mem1,24,4.1e-05
cpu0,0.400001,4.2e-05
cpu1,0.500001,4.2e-05
mem0,3.25,4.2e-05
mem1,24,4.2e-05
cpu0,0.4,4.3e-05
cpu1,0.5,4.3e-05
mem0,3.25,4.3e-05
mem1,24,4.3e-05
cpu0,0.400001,4.4e-05
cpu1,0.5,4.4e-05
mem0,3.25,4.4e-05
mem1,24,4.4e-05
cpu0,0.4,4.5e-05
cpu1,0.5,4.5e-05
mem0,3.25,4.5e-05
mem1,24,4.5e-05
cpu0,0.400001,4.6e-05
cpu1,0.5,4.6e-05
mem0,3.25,4.6e-05
mem1,24,4.6e-05
cpu0,0.4,4.7e-05
cpu1,0.5,4.7e-05
mem0,3.25,4.7e-05
mem1,24,4.7e-05
cpu0,0.400001,4.8e-05
cpu1,0.5,4.8e-05
mem0,3.25,4.8e-05
mem1,24,4.8e-05
cpu0,0.4,4.9e-05
cpu1,0.5,4.9e-05
mem0,3.25,4.9e-05
mem1,24,4.9e-05
cpu0,0.400001,5e-05
cpu1,0.500001,5e-05
mem0,3.25,5e-05
mem1,24,5e-05
cpu0,0.4,5.1e-05
cpu1,0.5,5.1e-05
mem0,3.25,5.1e-05
mem1,24,5.1e-05
cpu0,0.400001,5.2e-05
cpu1,0.5,5.2e-05
mem0,3.25,5.2e-05
mem1,24,5.2e-05
cpu0,0.4,5.3e-05
cpu1,0.5,5.3e-05
mem0,3.25,5.3e-05
mem1,24,5.3e-05
cpu0,0.400001,5.4e-05
cpu1,0.500001,5.4e-05
mem0,3.25,5.4e-05
mem1,24,5.4e-05
cpu0,0.4,5.5e-05
cpu1,0.5,5.5e-05
mem0,3.25,5.5e-05
mem1,24,5.5e-05
cpu0,0.400001,5.6e-05
cpu1,0.500001,5.6e-05
mem0,3.25,5.6e-05
mem1,24,5.6e-05
cpu0,0.4,5.7e-05
cpu1,0.5,5.7e-05
mem0,3.25,5.7e-05
mem1,24,5.7e-05
cpu0,0.400001,5.8e-05
cpu1,0.500001,5.8e-05
mem0,3.25,5.8e-05
mem1,24,5.8e-05
cpu0,0.4,5.9e-05
cpu1,0.5,5.9e-05
mem0,3.25,5.9e-05
mem1,24,5.9e-05
cpu0,0.200001,6e-05
cpu1,0.5,6e-05
mem0,3.25,6e-05
mem1,24,6e-05
cpu0,0.2,6.1e-05
cpu1,0.5,6.1e-05
mem0,3.25,6.1e-05
mem1,24,6.1e-05
cpu0,0.400001,6.2e-05
cpu1,0.5,6.2e-05
mem0,3.25,6.2e-05
mem1,24,6.2e-05
cpu0,0.4,6.3e-05
cpu1,0.5,6.3e-05
mem0,3.25,6.3e-05
mem1,24,6.3e-05
cpu0,0.400001,6.4e-05
cpu1,0.300001,6.4e-05
mem0,3.25,6.4e-05
mem1,24,6.4e-05
cpu0,0.4,6.5e-05
cpu1,0.3,6.5e-05
mem0,3.25,6.5e-05
mem1,24,6.5e-05
cpu0,0.400001,6.6e-05
cpu1,0.300001,6.6e-05
mem0,3.25,6.6e-05
mem1,24,6.6e-05
cpu0,0.4,6.7e-05
cpu1,0.3,6.7e-05
mem0,3.25,6.7e-05
mem1,24,6.7e-05
cpu0,0.400001,6.8e-05
cpu1,0.3,6.8e-05
mem0,3.25,6.8e-05
mem1,24,6.8e-05
cpu0,0.4,6.9e-05
cpu1,0.3,6.9e-05
mem0,3.25,6.9e-05
mem1,24,6.9e-05
cpu0,0.400001,7e-05
cpu1,0.300001,7e-05
mem0,3.25,7e-05
mem1,24,7e-05
cpu0,0.4,7.1e-05
cpu1,0.3,7.1e-05
mem0,3.25,7.1e-05
mem1,24,7.1e-05
cpu0,0.400001,7.2e-05
cpu1,0.300001,7.2e-05
mem0,3.25,7.2e-05
mem1,24,7.2e-05
cpu0,0.4,7.3e-05
cpu1,0.3,7.3e-05
mem0,3.25,7.3e-05
mem1,24,7.3e-05
cpu0,0.400001,7.4e-05
cpu1,0.300001,7.4e-05
mem0,3.25,7.4e-05
mem1,24,7.4e-05
cpu0,0.4,7.5e-05
cpu1,0.3,7.5e-05
mem0,3.25,7.5e-05
mem1,24,7.5e-05
cpu0,0.400001,7.6e-05
cpu1,0.300001,7.6e-05
mem0,3.25,7.6e-05
mem1,24,7.6e-05
cpu0,0.4,7.7e-05
cpu1,0.3,7.7e-05
mem0,3.25,7.7e-05
mem1,24,7.7e-05
cpu0,0.400001,7.8e-05
cpu1,0.3,7.8e-05
mem0,3.25,7.8e-05
mem1,24,7.8e-05
cpu0,0.4,7.9e-05
cpu1,0.3,7.9e-05
mem0,3.25,7.9e-05
mem1,24,7.9e-05
cpu0,0.400001,8e-05
cpu1,0.3,8e-05
mem0,3.25,8e-05
mem1,24,8e-05
cpu0,0.4,8.1e-05
cpu1,0.3,8.1e-05
mem0,3.25,8.1e-05
mem1,24,8.1e-05
cpu0,0.200001,8.2e-05
cpu1,0.300001,8.2e-05
mem0,3.25,8.2e-05
mem1,24,8.2e-05
cpu0,0.2,8.3e-05
cpu1,0.3,8.3e-05
mem0,3.25,8.3e-05
mem1,24,8.3e-05
cpu0,0.200001,8.4e-05
cpu1,0.300001,8.4e-05
mem0,3.25,8.4e-05
mem1,24,8.4e-05
cpu0,0.2,8.5e-05
cpu1,0.3,8.5e-05
mem0,3.25,8.5e-05
mem1,24,8.5e-05
cpu0,0.200001,8.6e-05
cpu1,0.300001,8.6e-05
mem0,3.25,8.6e-05
mem1,24,8.6e-05
cpu0,0.2,8.7e-05
cpu1,0.3,8.7e-05
mem0,3.25,8.7e-05
mem1,24,8.7e-05
cpu0,0.400001,8.8e-05
cpu1,0.300001,8.8e-05
mem0,3.25,8.8e-05
mem1,24,8.8e-05
cpu0,0.4,8.9e-05
cpu1,0.3,8.9e-05
mem0,3.25,8.9e-05
mem1,24,8.9e-05
cpu0,0.400001,9e-05
cpu1,0.3,9e-05
mem0,3.25,9e-05
mem1,24,9e-05
cpu0,0.4,9.1e-05
cpu1,0.3,9.1e-05
mem0,3.25,9.1e-05
mem1,24,9.1e-05
cpu0,0.400001,9.2e-05
cpu1,0.300001,9.2e-05
mem0,3.25,9.2e-05
mem1,24,9.2e-05
cpu0,0.4,9.3e-05
cpu1,0.3,9.3e-05
mem0,3.25,9.3e-05
mem1,24,9.3e-05
cpu0,0.400001,9.4e-05
cpu1,0.300001,9.4e-05
mem0,3.25,9.4e-05
mem1,24,9.4e-05
cpu0,0.4,9.5e-05
cpu1,0.3,9.5e-05
mem0,3.25,9.5e-05
mem1,24,9.5e-05
cpu0,0.400001,9.6e-05
cpu1,0.3,9.6e-05
mem0,3.25,9.6e-05
mem1,24,9.6e-05
cpu0,0.4,9.7e-05
cpu1,0.3,9.7e-05
mem0,3.25,9.7e-05
mem1,24,9.7e-05
cpu0,0.400001,9.8e-05
cpu1,0.300001,9.8e-05
mem0,3.25,9.8e-05
mem1,24,9.8e-05
cpu0,0.4,9.9e-05
cpu1,0.3,9.9e-05
mem0,3.25,9.9e-05
mem1,24,9.9e-05
cpu0,0.400001,0.0001
cpu1,0.3,0.0001
mem0,3.25,0.0001
mem1,24,0.0001
cpu0,0.4,0.000101
cpu1,0.3,0.000101
mem0,3.25,0.000101
mem1,24,0.000101
cpu0,0.400001,0.000102
cpu1,0.300001,0.000102
mem0,5.5,0.000102
mem1,24,0.000102
cpu0,0.4,0.000103
cpu1,0.3,0.000103
mem0,5.5,0.000103
mem1,24,0.000103
cpu0,0.400001,0.000104
cpu1,0.3,0.000104
mem0,5.5,0.000104
mem1,24,0.000104
cpu0,0.4,0.000105
cpu1,0.3,0.000105
mem0,5.5,0.000105
mem1,24,0.000105
cpu0,0.400001,0.000106
cpu1,0.500001,0.000106
mem0,5.5,0.000106
mem1,24,0.000106
cpu0,0.4,0.000107
cpu1,0.5,0.000107
mem0,5.5,0.000107
mem1,24,0.000107
cpu0,0.400001,0.000108
cpu1,0.5,0.000108
mem0,5.5,0.000108
mem1,24,0.000108
cpu0,0.4,0.000109
cpu1,0.5,0.000109
mem0,5.5,0.000109
mem1,24,0.000109
cpu0,0.400001,0.00011
cpu1,0.500001,0.00011
mem0,5.5,0.00011
mem1,24,0.00011
cpu0,0.4,0.000111
cpu1,0.5,0.000111
mem0,5.5,0.000111
mem1,24,0.000111
cpu0,0.400001,0.000112
cpu1,0.500001,0.000112
mem0,5.5,0.000112
mem1,24,0.000112
cpu0,0.4,0.000113
cpu1,0.5,0.000113
mem0,5.5,0.000113
mem1,24,0.000113
cpu0,0.400001,0.000114
cpu1,0.5,0.000114
mem0,5.5,0.000114
mem1,24,0.000114
cpu0,0.4,0.000115
cpu1,0.5,0.000115
mem0,5.5,0.000115
mem1,24,0.000115
cpu0,0.400001,0.000116
cpu1,0.5,0.000116
mem0,5.5,0.000116
mem1,24,0.000116
cpu0,0.4,0.000117
cpu1,0.5,0.000117
mem0,5.5,0.000117
mem1,24,0.000117
cpu0,0.400001,0.000118
cpu1,0.5,0.000118
mem0,5.5,0.000118
mem1,24,0.000118
cpu0,0.4,0.000119
cpu1,0.5,0.000119
mem0,5.5,0.000119
mem1,24,0.000119
cpu0,0.400001,0.00012
cpu1,0.500001,0.00012
mem0,5.5,0.00012
mem1,24,0.00012
cpu0,0.4,0.000121
cpu1,0.5,0.000121
mem0,5.5,0.000121
mem1,24,0.000121
cpu0,0.400001,0.000122
cpu1,0.5,0.000122
mem0,5.5,0.000122
mem1,24,0.000122
cpu0,0.4,0.000123
cpu1,0.5,0.000123
mem0,5.5,0.000123
mem1,24,0.000123
cpu0,0.400001,0.000124
cpu1,0.500001,0.000124
mem0,5.5,0.000124
mem1,24,0.000124
cpu0,0.4,0.000125
cpu1,0.5,0.000125
mem0,5.5,0.000125
mem1,24,0.000125
cpu0,0.400001,0.000126
cpu1,0.500001,0.000126
mem0,5.5,0.000126
mem1,24,0.000126
cpu0,0.4,0.000127
cpu1,0.5,0.000127
mem0,5.5,0.000127
mem1,24,0.000127
cpu0,0.400001,0.000128
cpu1,0.500001,0.000128
mem0,5.5,0.000128
mem1,24,0.000128
cpu0,0.4,0.000129
cpu1,0.5,0.000129
mem0,5.5,0.000129
mem1,24,0.000129
cpu0,0.400001,0.00013
cpu1,0.500001,0.00013
mem0,5.5,0.00013
mem1,24,0.00013
cpu0,0.4,0.000131
cpu1,0.5,0.000131
mem0,5.5,0.000131
mem1,24,0.000131
cpu0,0.400001,0.000132
cpu1,0.500001,0.000132
mem0,5.5,0.000132
mem1,24,0.000132
cpu0,0.4,0.000133
cpu1,0.5,0.000133
mem0,5.5,0.000133
mem1,24,0.000133
cpu0,0.400001,0.000134
cpu1,0.500001,0.000134
mem0,5.5,0.000134
mem1,24,0.000134
cpu0,0.4,0.000135
cpu1,0.5,0.000135
mem0,5.5,0.000135
mem1,24,0.000135
cpu0,0.400001,0.000136
cpu1,0.500001,0.000136
mem0,5.5,0.000136
mem1,24,0.000136
cpu0,0.4,0.000137
cpu1,0.5,0.000137
mem0,5.5,0.000137
mem1,24,0.000137
cpu0,0.400001,0.000138
cpu1,0.5,0.000138
mem0,5.5,0.000138
mem1,24,0.000138
cpu0,0.4,0.000139
cpu1,0.5,0.000139
mem0,5.5,0.000139
mem1,24,0.000139
cpu0,0.400001,0.00014
cpu1,0.500001,0.00014
mem0,5.5,0.00014
mem1,24,0.00014
cpu0,0.4,0.000141
cpu1,0.5,0.000141
mem0,5.5,0.000141
mem1,24,0.000141
cpu0,0.400001,0.000142
cpu1,0.300001,0.000142
mem0,5.5,0.000142
mem1,24,0.000142
cpu0,0.4,0.000143
cpu1,0.3,0.000143
mem0,5.5,0.000143
mem1,24,0.000143
cpu0,0.400001,0.000144
cpu1,0.3,0.000144
mem0,5.5,0.000144
mem1,24,0.000144
cpu0,0.4,0.000145
cpu1,0.3,0.000145
mem0,5.5,0.000145
mem1,24,0.000145
cpu0,0.400001,0.000146
cpu1,0.300001,0.000146
mem0,5.5,0.000146
mem1,24,0.000146
cpu0,0.4,0.000147
cpu1,0.3,0.000147
mem0,5.5,0.000147
mem1,24,0.000147
cpu0,0.400001,0.000148
cpu1,0.300001,0.000148
mem0,5.5,0.000148
mem1,24,0.000148
cpu0,0.4,0.000149
cpu1,0.3,0.000149
mem0,5.5,0.000149
mem1,24,0.000149
cpu0,0.400001,0.00015
cpu1,0.3,0.00015
mem0,5.5,0.00015
mem1,24,0.00015
cpu0,0.4,0.000151
cpu1,0.3,0.000151
mem0,5.5,0.000151
mem1,24,0.000151
cpu0,0.400001,0.000152
cpu1,0.300001,0.000152
mem0,5.5,0.000152
mem1,24,0.000152
cpu0,0.4,0.000153
cpu1,0.3,0.000153
mem0,5.5,0.000153
mem1,24,0.000153
cpu0,0.400001,0.000154
cpu1,0.3,0.000154
mem0,5.5,0.000154
mem1,24,0.000154
cpu0,0.4,0.000155
cpu1,0.3,0.000155
mem0,5.5,0.000155
mem1,24,0.000155
cpu0,0.400001,0.000156
cpu1,0.300001,0.000156
mem0,5.5,0.000156
mem1,24,0.000156
cpu0,0.4,0.000157
cpu1,0.3,0.000157
mem0,5.5,0.000157
mem1,24,0.000157
cpu0,0.400001,0.000158
cpu1,0.300001,0.000158
mem0,5.5,0.000158
mem1,24,0.000158
cpu0,0.4,0.000159
cpu1,0.3,0.000159
mem0,5.5,0.000159
mem1,24,0.000159
cpu0,0.400001,0.00016
cpu1,0.300001,0.00016
mem0,5.5,0.00016
mem1,24,0.00016
cpu0,0.4,0.000161
cpu1,0.3,0.000161
mem0,5.5,0.000161
mem1,24,0.000161
cpu0,0.400001,0.000162
cpu1,0.3,0.000162
mem0,5.5,0.000162
mem1,24,0.000162
cpu0,0.4,0.000163
cpu1,0.3,0.000163
mem0,5.5,0.000163
mem1,24,0.000163
cpu0,0.400001,0.000164
cpu1,0.300001,0.000164
mem0,5.5,0.000164
mem1,24,0.000164
cpu0,0.4,0.000165
cpu1,0.3,0.000165
mem0,5.5,0.000165
mem1,24,0.000165
cpu0,0.400001,0.000166
cpu1,0.3,0.000166
mem0,5.5,0.000166
mem1,24,0.000166
cpu0,0.4,0.000167
cpu1,0.3,0.000167
mem0,5.5,0.000167
mem1,24,0.000167
cpu0,0.400001,0.000168
cpu1,0.300001,0.000168
mem0,5.5,0.000168
mem1,24,0.000168
cpu0,0.4,0.000169
cpu1,0.3,0.000169
mem0,5.5,0.000169
mem1,24,0.000169
cpu0,0.400001,0.00017
cpu1,0.3,0.00017
mem0,5.5,0.00017
mem1,24,0.00017
cpu0,0.4,0.000171
cpu1,0.3,0.000171
mem0,5.5,0.000171
mem1,24,0.000171
cpu0,0.400001,0.000172
cpu1,0.300001,0.000172
mem0,5.5,0.000172
mem1,24,0.000172
cpu0,0.4,0.000173
cpu1,0.3,0.000173
mem0,5.5,0.000173
mem1,24,0.000173
cpu0,0.400001,0.000174
cpu1,0.3,0.000174
mem0,5.5,0.000174
mem1,24,0.000174
cpu0,0.4,0.000175
cpu1,0.3,0.000175
mem0,5.5,0.000175
mem1,24,0.000175
cpu0,0.400001,0.000176
cpu1,0.300001,0.000176
mem0,5.5,0.000176
mem1,24,0.000176
cpu0,0.4,0.000177
cpu1,0.3,0.000177
mem0,5.5,0.000177
mem1,24,0.000177
cpu0,0.400001,0.000178
cpu1,0.300001,0.000178
mem0,5.5,0.000178
mem1,12,0.000178
cpu0,0.4,0.000179
cpu1,0.3,0.000179
mem0,5.5,0.000179
mem1,12,0.000179
cpu0,0.400001,0.00018
cpu1,0.300001,0.00018
mem0,5.5,0.00018
mem1,24,0.00018
cpu0,0.4,0.000181
cpu1,0.3,0.000181
mem0,5.5,0.000181
mem1,24,0.000181
cpu0,0.400001,0.000182
cpu1,0.3,0.000182
mem0,5.5,0.000182
mem1,24,0.000182
cpu0,0.4,0.000183
cpu1,0.3,0.000183
mem0,5.5,0.000183
mem1,24,0.000183
cpu0,0.400001,0.000184
cpu1,0.3,0.000184
mem0,5.5,0.000184
mem1,24,0.000184
cpu0,0.4,0.000185
cpu1,0.3,0.000185
mem0,5.5,0.000185
mem1,24,0.000185
cpu0,0.400001,0.000186
cpu1,0.3,0.000186
mem0,5.5,0.000186
mem1,24,0.000186
cpu0,0.4,0.000187
cpu1,0.3,0.000187
mem0,5.5,0.000187
mem1,24,0.000187
cpu0,0.400001,0.000188
cpu1,0.300001,0.000188
mem0,5.5,0.000188
mem1,24,0.000188
cpu0,0.4,0.000189
cpu1,0.3,0.000189
mem0,5.5,0.000189
mem1,24,0.000189
cpu0,0.400001,0.00019
cpu1,0.3,0.00019
mem0,5.5,0.00019
mem1,24,0.00019
cpu0,0.4,0.000191
cpu1,0.3,0.000191
mem0,5.5,0.000191
mem1,24,0.000191
cpu0,0.400001,0.000192
cpu1,0.3,0.000192
mem0,5.5,0.000192
mem1,24,0.000192
cpu0,0.4,0.000193
cpu1,0.3,0.000193
mem0,5.5,0.000193
mem1,24,0.000193
cpu0,0.400001,0.000194
cpu1,0.300001,0.000194
mem0,5.5,0.000194
mem1,24,0.000194
cpu0,0.4,0.000195
cpu1,0.3,0.000195
mem0,5.5,0.000195
mem1,24,0.000195
cpu0,0.400001,0.000196
cpu1,0.3,0.000196
mem0,5.5,0.000196
mem1,24,0.000196
cpu0,0.4,0.000197
cpu1,0.3,0.000197
mem0,5.5,0.000197
mem1,24,0.000197
cpu0,0.400001,0.000198
cpu1,0.3,0.000198
mem0,5.5,0.000198
mem1,24,0.000198
cpu0,0.4,0.000199
cpu1,0.3,0.000199
mem0,5.5,0.000199
mem1,24,0.000199
cpu0,0.400001,0.0002
cpu1,0.3,0.0002
mem0,5.5,0.0002
mem1,24,0.0002
cpu0,0.4,0.000201
cpu1,0.3,0.000201
mem0,5.5,0.000201
mem1,24,0.000201
cpu0,0.400001,0.000202
cpu1,0.3,0.000202
mem0,5.5,0.000202
mem1,24,0.000202
cpu0,0.4,0.000203
cpu1,0.3,0.000203
mem0,5.5,0.000203
mem1,24,0.000203
cpu0,0.400001,0.000204
cpu1,0.300001,0.000204
mem0,5.5,0.000204
mem1,24,0.000204
cpu0,0.4,0.000205
cpu1,0.3,0.000205
mem0,5.5,0.000205
mem1,24,0.000205
cpu0,0.400001,0.000206
cpu1,0.3,0.000206
mem0,5.5,0.000206
mem1,24,0.000206
cpu0,0.4,0.000207
cpu1,0.3,0.000207
mem0,5.5,0.000207
mem1,24,0.000207
cpu0,0.400001,0.000208
cpu1,0.300001,0.000208
mem0,5.5,0.000208
mem1,24,0.000208
cpu0,0.4,0.000209
cpu1,0.3,0.000209
mem0,5.5,0.000209
mem1,24,0.000209
cpu0,0.400001,0.00021
cpu1,0.3,0.00021
mem0,5.5,0.00021
mem1,24,0.00021
cpu0,0.4,0.000211
cpu1,0.3,0.000211
mem0,5.5,0.000211
mem1,24,0.000211
cpu0,0.400001,0.000212
cpu1,0.3,0.000212
mem0,5.5,0.000212
mem1,24,0.000212
cpu0,0.4,0.000213
cpu1,0.3,0.000213
mem0,5.5,0.000213
mem1,24,0.000213
cpu0,0.400001,0.000214
cpu1,0.3,0.000214
mem0,5.5,0.000214
mem1,24,0.000214
cpu0,0.4,0.000215
cpu1,0.3,0.000215
mem0,5.5,0.000215
mem1,24,0.000215
cpu0,0.400001,0.000216
cpu1,0.3,0.000216
mem0,5.5,0.000216
mem1,24,0.000216
cpu0,0.4,0.000217
cpu1,0.3,0.000217
mem0,5.5,0.000217
mem1,24,0.000217
cpu0,0.400001,0.000218
cpu1,0.3,0.000218
mem0,5.5,0.000218
mem1,24,0.000218
cpu0,0.4,0.000219
cpu1,0.3,0.000219
mem0,5.5,0.000219
mem1,24,0.000219
cpu0,0.400001,0.00022
cpu1,0.300001,0.00022
mem0,5.5,0.00022
mem1,24,0.00022
cpu0,0.4,0.000221
cpu1,0.3,0.000221
mem0,5.5,0.000221
mem1,24,0.000221
cpu0,0.400001,0.000222
cpu1,0.300001,0.000222
mem0,5.5,0.000222
mem1,24,0.000222
cpu0,0.4,0.000223
cpu1,0.3,0.000223
mem0,5.5,0.000223
mem1,24,0.000223
cpu0,0.400001,0.000224
cpu1,0.300001,0.000224
mem0,5.5,0.000224
mem1,24,0.000224
cpu0,0.4,0.000225
cpu1,0.3,0.000225
mem0,5.5,0.000225
mem1,24,0.000225
cpu0,0.400001,0.000226
cpu1,0.3,0.000226
mem0,5.5,0.000226
mem1,24,0.000226
cpu0,0.4,0.000227
cpu1,0.3,0.000227
mem0,5.5,0.000227
mem1,24,0.000227
cpu0,0.400001,0.000228
cpu1,0.3,0.000228
mem0,5.5,0.000228
mem1,24,0.000228
cpu0,0.4,0.000229
cpu1,0.3,0.000229
mem0,5.5,0.000229
mem1,24,0.000229
cpu0,0.400001,0.00023
cpu1,0.3,0.00023
mem0,5.5,0.00023
mem1,24,0.00023
cpu0,0.4,0.000231
cpu1,0.3,0.000231
mem0,5.5,0.000231
mem1,24,0.000231
cpu0,0.400001,0.000232
cpu1,0.3,0.000232
mem0,3.25,0.000232
mem1,24,0.000232
cpu0,0.4,0.000233
cpu1,0.3,0.000233
mem0,3.25,0.000233
mem1,24,0.000233
cpu0,0.400001,0.000234
cpu1,0.300001,0.000234
mem0,3.25,0.000234
mem1,24,0.000234
cpu0,0.4,0.000235
cpu1,0.3,0.000235
mem0,3.25,0.000235
mem1,24,0.000235
cpu0,0.400001,0.000236
cpu1,0.300001,0.000236
mem0,3.25,0.000236
mem1,24,0.000236
cpu0,0.4,0.000237
cpu1,0.3,0.000237
mem0,3.25,0.000237
mem1,24,0.000237
cpu0,0.200001,0.000238
cpu1,0.3,0.000238
mem0,3.25,0.000238
mem1,24,0.000238
cpu0,0.2,0.000239
cpu1,0.3,0.000239
mem0,3.25,0.000239
mem1,24,0.000239
cpu0,0.200001,0.00024
cpu1,0.300001,0.00024
mem0,3.25,0.00024
mem1,24,0.00024
cpu0,0.2,0.000241
cpu1,0.3,0.000241
mem0,3.25,0.000241
mem1,24,0.000241
cpu0,0.200001,0.000242
cpu1,0.3,0.000242
mem0,3.25,0.000242
mem1,24,0.000242
cpu0,0.2,0.000243
cpu1,0.3,0.000243
mem0,3.25,0.000243
mem1,24,0.000243
cpu0,0.200001,0.000244
cpu1,0.3,0.000244
mem0,3.25,0.000244
mem1,24,0.000244
cpu0,0.2,0.000245
cpu1,0.3,0.000245
mem0,3.25,0.000245
mem1,24,0.000245
cpu0,0.200001,0.000246
cpu1,0.3,0.000246
mem0,3.25,0.000246
mem1,24,0.000246
cpu0,0.2,0.000247
cpu1,0.3,0.000247
mem0,3.25,0.000247
mem1,24,0.000247
cpu0,0.200001,0.000248
cpu1,0.3,0.000248
mem0,3.25,0.000248
mem1,24,0.000248
cpu0,0.2,0.000249
cpu1,0.3,0.000249
mem0,3.25,0.000249
mem1,24,0.000249
cpu0,0.400001,0.00025
cpu1,0.3,0.00025
mem0,3.25,0.00025
mem1,24,0.00025
cpu0,0.4,0.000251
cpu1,0.3,0.000251
mem0,3.25,0.000251
mem1,24,0.000251
cpu0,0.400001,0.000252
cpu1,0.3,0.000252
mem0,3.25,0.000252
mem1,24,0.000252
cpu0,0.4,0.000253
cpu1,0.3,0.000253
