moduleID,module_current,time(s)
mem0,4.44444e+06,2.53e-06
mem1,555.556,2.53e-06
cpu0,1.11111e+07,2.54e-06
mem0,4.44444e+06,2.54e-06
mem1,555.556,2.54e-06
cpu0,1.11111e+07,2.55e-06
mem0,4.44444e+06,2.55e-06
mem1,555.556,2.55e-06
cpu0,1.11111e+07,2.56e-06
mem0,4.44444e+06,2.56e-06
mem1,555.556,2.56e-06
cpu0,1.22222e+08,2.57e-06
mem0,6.66667e+06,2.57e-06
mem1,555.556,2.57e-06
cpu0,1.11111e+07,2.58e-06
mem0,4.44444e+06,2.58e-06
mem1,555.556,2.58e-06
cpu0,1.11111e+07,2.59e-06
mem0,4.44444e+06,2.59e-06
mem1,555.556,2.59e-06
cpu0,1.11111e+07,2.6e-06
mem0,4.44444e+06,2.6e-06
mem1,555.556,2.6e-06
cpu0,1.11111e+07,2.61e-06
mem0,4.44444e+06,2.61e-06
mem1,555.556,2.61e-06
cpu0,6.66667e+07,2.62e-06
mem0,4.44444e+06,2.62e-06
mem1,1.66722e+06,2.62e-06
cpu0,1.11111e+07,2.63e-06
mem0,4.44444e+06,2.63e-06
mem1,555.556,2.63e-06
cpu0,1.11111e+07,2.64e-06
mem0,4.44444e+06,2.64e-06
mem1,555.556,2.64e-06
cpu0,1.11111e+07,2.65e-06
mem0,4.44444e+06,2.65e-06
mem1,555.556,2.65e-06
cpu0,1.11111e+07,2.66e-06
mem0,4.44444e+06,2.66e-06
mem1,555.556,2.66e-06
cpu0,6.66667e+07,2.67e-06
mem0,5.33333e+06,2.67e-06
mem1,555.556,2.67e-06
cpu0,1.11111e+07,2.68e-06
mem0,4.44444e+06,2.68e-06
mem1,555.556,2.68e-06
cpu0,1.11111e+07,2.69e-06
mem0,4.44444e+06,2.69e-06
mem1,555.556,2.69e-06
cpu0,1.11111e+07,2.7e-06
mem0,4.44444e+06,2.7e-06
mem1,555.556,2.7e-06
cpu0,1.11111e+07,2.71e-06
mem0,4.44444e+06,2.71e-06
mem1,555.556,2.71e-06
cpu0,6.66667e+07,2.72e-06
mem0,4.44444e+06,2.72e-06
mem1,1.66722e+06,2.72e-06
cpu0,1.11111e+07,2.73e-06
mem0,4.44444e+06,2.73e-06
mem1,555.556,2.73e-06
cpu0,1.11111e+07,2.74e-06
mem0,4.44444e+06,2.74e-06
mem1,555.556,2.74e-06
cpu0,1.11111e+07,2.75e-06
mem0,4.44444e+06,2.75e-06
mem1,555.556,2.75e-06
cpu0,1.11111e+07,2.76e-06
mem0,4.44444e+06,2.76e-06
mem1,555.556,2.76e-06
cpu0,6.66667e+07,2.77e-06
mem0,4.44444e+06,2.77e-06
mem1,1.66722e+06,2.77e-06
cpu0,1.11111e+07,2.78e-06
mem0,4.44444e+06,2.78e-06
mem1,555.556,2.78e-06
cpu0,1.11111e+07,2.79e-06
mem0,4.44444e+06,2.79e-06
mem1,555.556,2.79e-06
cpu0,1.11111e+07,2.8e-06
mem0,4.44444e+06,2.8e-06
mem1,555.556,2.8e-06
cpu0,1.11111e+07,2.81e-06
mem0,4.44444e+06,2.81e-06
mem1,555.556,2.81e-06
cpu0,1.22222e+08,2.82e-06
mem0,4.44444e+06,2.82e-06
mem1,4.445e+06,2.82e-06
cpu0,1.11111e+07,2.83e-06
mem0,4.44444e+06,2.83e-06
mem1,555.556,2.83e-06
cpu0,1.11111e+07,2.84e-06
mem0,4.44444e+06,2.84e-06
mem1,555.556,2.84e-06
cpu0,1.11111e+07,2.85e-06
mem0,4.44444e+06,2.85e-06
mem1,555.556,2.85e-06
cpu0,1.11111e+07,2.86e-06
mem0,4.44444e+06,2.86e-06
mem1,555.556,2.86e-06
cpu0,6.66667e+07,2.87e-06
mem0,4.44444e+06,2.87e-06
mem1,1.66722e+06,2.87e-06
cpu0,1.11111e+07,2.88e-06
mem0,4.44444e+06,2.88e-06
mem1,555.556,2.88e-06
cpu0,1.11111e+07,2.89e-06
mem0,4.44444e+06,2.89e-06
mem1,555.556,2.89e-06
cpu0,1.11111e+07,2.9e-06
mem0,4.44444e+06,2.9e-06
mem1,555.556,2.9e-06
cpu0,1.11111e+07,2.91e-06
mem0,4.44444e+06,2.91e-06
mem1,555.556,2.91e-06
cpu0,6.66667e+07,2.92e-06
mem0,5.33333e+06,2.92e-06
mem1,555.556,2.92e-06
cpu0,1.11111e+07,2.93e-06
mem0,4.44444e+06,2.93e-06
mem1,555.556,2.93e-06
cpu0,1.11111e+07,2.94e-06
mem0,4.44444e+06,2.94e-06
mem1,555.556,2.94e-06
cpu0,1.11111e+07,2.95e-06
mem0,4.44444e+06,2.95e-06
mem1,555.556,2.95e-06
cpu0,1.11111e+07,2.96e-06
mem0,4.44444e+06,2.96e-06
mem1,555.556,2.96e-06
cpu0,1.22222e+08,2.97e-06
mem0,4.44444e+06,2.97e-06
mem1,4.445e+06,2.97e-06
cpu0,1.11111e+07,2.98e-06
mem0,4.44444e+06,2.98e-06
mem1,555.556,2.98e-06
cpu0,1.11111e+07,2.99e-06
mem0,4.44444e+06,2.99e-06
mem1,555.556,2.99e-06
cpu0,1.11111e+07,3e-06
mem0,4.44444e+06,3e-06
mem1,555.556,3e-06
cpu0,1.11111e+07,3.01e-06
mem0,4.44444e+06,3.01e-06
mem1,555.556,3.01e-06
cpu0,1.22222e+08,3.02e-06
mem0,6.66667e+06,3.02e-06
mem1,555.556,3.02e-06
cpu0,1.11111e+07,3.03e-06
mem0,4.44444e+06,3.03e-06
mem1,555.556,3.03e-06
cpu0,1.11111e+07,3.04e-06
mem0,4.44444e+06,3.04e-06
mem1,555.556,3.04e-06
cpu0,1.11111e+07,3.05e-06
mem0,4.44444e+06,3.05e-06
mem1,555.556,3.05e-06
cpu0,1.11111e+07,3.06e-06
mem0,4.44444e+06,3.06e-06
mem1,555.556,3.06e-06
cpu0,3.33333e+08,3.07e-06
mem0,4.44444e+06,3.07e-06
mem1,4.445e+06,3.07e-06
cpu0,2.22222e+08,3.08e-06
mem0,4.44444e+06,3.08e-06
mem1,555.556,3.08e-06
cpu0,2.22222e+08,3.09e-06
mem0,4.44444e+06,3.09e-06
mem1,555.556,3.09e-06
cpu0,2.22222e+08,3.1e-06
mem0,4.44444e+06,3.1e-06
mem1,555.556,3.1e-06
cpu0,2.22222e+08,3.11e-06
mem0,4.44444e+06,3.11e-06
mem1,555.556,3.11e-06
cpu0,2.77778e+08,3.12e-06
mem0,4.44444e+06,3.12e-06
mem1,1.66722e+06,3.12e-06
cpu0,2.22222e+08,3.13e-06
mem0,4.44444e+06,3.13e-06
mem1,555.556,3.13e-06
cpu0,2.22222e+08,3.14e-06
mem0,4.44444e+06,3.14e-06
mem1,555.556,3.14e-06
cpu0,2.22222e+08,3.15e-06
mem0,4.44444e+06,3.15e-06
mem1,555.556,3.15e-06
cpu0,2.22222e+08,3.16e-06
mem0,4.44444e+06,3.16e-06
mem1,555.556,3.16e-06
cpu0,2.77778e+08,3.17e-06
mem0,5.33333e+06,3.17e-06
mem1,555.556,3.17e-06
cpu0,2.22222e+08,3.18e-06
mem0,4.44444e+06,3.18e-06
mem1,555.556,3.18e-06
cpu0,2.22222e+08,3.19e-06
mem0,4.44444e+06,3.19e-06
mem1,555.556,3.19e-06
cpu0,2.22222e+08,3.2e-06
mem0,4.44444e+06,3.2e-06
mem1,555.556,3.2e-06
cpu0,2.22222e+08,3.21e-06
mem0,4.44444e+06,3.21e-06
mem1,555.556,3.21e-06
cpu0,3.33333e+08,3.22e-06
mem0,6.66667e+06,3.22e-06
mem1,555.556,3.22e-06
cpu0,2.22222e+08,3.23e-06
mem0,4.44444e+06,3.23e-06
mem1,555.556,3.23e-06
cpu0,2.22222e+08,3.24e-06
mem0,4.44444e+06,3.24e-06
mem1,555.556,3.24e-06
cpu0,2.22222e+08,3.25e-06
mem0,4.44444e+06,3.25e-06
mem1,555.556,3.25e-06
cpu0,2.22222e+08,3.26e-06
mem0,4.44444e+06,3.26e-06
mem1,555.556,3.26e-06
cpu0,2.77778e+08,3.27e-06
mem0,5.33333e+06,3.27e-06
mem1,555.556,3.27e-06
cpu0,2.22222e+08,3.28e-06
mem0,4.44444e+06,3.28e-06
mem1,555.556,3.28e-06
cpu0,2.22222e+08,3.29e-06
mem0,4.44444e+06,3.29e-06
mem1,555.556,3.29e-06
cpu0,2.22222e+08,3.3e-06
mem0,4.44444e+06,3.3e-06
mem1,555.556,3.3e-06
cpu0,2.22222e+08,3.31e-06
mem0,4.44444e+06,3.31e-06
mem1,555.556,3.31e-06
cpu0,3.33333e+08,3.32e-06
mem0,4.44444e+06,3.32e-06
mem1,4.445e+06,3.32e-06
cpu0,2.22222e+08,3.33e-06
mem0,4.44444e+06,3.33e-06
mem1,555.556,3.33e-06
cpu0,2.22222e+08,3.34e-06
mem0,4.44444e+06,3.34e-06
mem1,555.556,3.34e-06
cpu0,2.22222e+08,3.35e-06
mem0,4.44444e+06,3.35e-06
mem1,555.556,3.35e-06
cpu0,2.22222e+08,3.36e-06
mem0,4.44444e+06,3.36e-06
mem1,555.556,3.36e-06
cpu0,2.77778e+08,3.37e-06
mem0,4.44444e+06,3.37e-06
mem1,1.66722e+06,3.37e-06
cpu0,2.22222e+08,3.38e-06
mem0,4.44444e+06,3.38e-06
mem1,555.556,3.38e-06
cpu0,2.22222e+08,3.39e-06
mem0,4.44444e+06,3.39e-06
mem1,555.556,3.39e-06
cpu0,2.22222e+08,3.4e-06
mem0,4.44444e+06,3.4e-06
mem1,555.556,3.4e-06
cpu0,2.22222e+08,3.41e-06
mem0,4.44444e+06,3.41e-06
mem1,555.556,3.41e-06
cpu0,2.77778e+08,3.42e-06
mem0,5.33333e+06,3.42e-06
mem1,555.556,3.42e-06
cpu0,2.22222e+08,3.43e-06
mem0,4.44444e+06,3.43e-06
mem1,555.556,3.43e-06
cpu0,2.22222e+08,3.44e-06
mem0,4.44444e+06,3.44e-06
mem1,555.556,3.44e-06
cpu0,2.22222e+08,3.45e-06
mem0,4.44444e+06,3.45e-06
mem1,555.556,3.45e-06
cpu0,2.22222e+08,3.46e-06
mem0,4.44444e+06,3.46e-06
mem1,555.556,3.46e-06
cpu0,3.33333e+08,3.47e-06
mem0,6.66667e+06,3.47e-06
mem1,555.556,3.47e-06
cpu0,2.22222e+08,3.48e-06
mem0,4.44444e+06,3.48e-06
mem1,555.556,3.48e-06
cpu0,2.22222e+08,3.49e-06
mem0,4.44444e+06,3.49e-06
mem1,555.556,3.49e-06
cpu0,2.22222e+08,3.5e-06
mem0,4.44444e+06,3.5e-06
mem1,555.556,3.5e-06
cpu0,2.22222e+08,3.51e-06
mem0,4.44444e+06,3.51e-06
mem1,555.556,3.51e-06
cpu0,3.33333e+08,3.52e-06
mem0,6.66667e+06,3.52e-06
mem1,555.556,3.52e-06
cpu0,2.22222e+08,3.53e-06
mem0,4.44444e+06,3.53e-06
mem1,555.556,3.53e-06
cpu0,2.22222e+08,3.54e-06
mem0,4.44444e+06,3.54e-06
mem1,555.556,3.54e-06
cpu0,2.22222e+08,3.55e-06
mem0,4.44444e+06,3.55e-06
mem1,555.556,3.55e-06
cpu0,2.22222e+08,3.56e-06
mem0,4.44444e+06,3.56e-06
mem1,555.556,3.56e-06
cpu0,3.33333e+08,3.57e-06
mem0,4.44444e+06,3.57e-06
mem1,1e+07,3.57e-06
cpu0,2.22222e+08,3.58e-06
mem0,4.44444e+06,3.58e-06
mem1,5.55556e+06,3.58e-06
cpu0,2.22222e+08,3.59e-06
mem0,4.44444e+06,3.59e-06
mem1,5.55556e+06,3.59e-06
cpu0,2.22222e+08,3.6e-06
mem0,4.44444e+06,3.6e-06
mem1,5.55556e+06,3.6e-06
cpu0,2.22222e+08,3.61e-06
mem0,4.44444e+06,3.61e-06
mem1,5.55556e+06,3.61e-06
cpu0,2.77778e+08,3.62e-06
mem0,5.33333e+06,3.62e-06
mem1,5.55556e+06,3.62e-06
cpu0,2.22222e+08,3.63e-06
mem0,4.44444e+06,3.63e-06
mem1,5.55556e+06,3.63e-06
cpu0,2.22222e+08,3.64e-06
mem0,4.44444e+06,3.64e-06
mem1,5.55556e+06,3.64e-06
cpu0,2.22222e+08,3.65e-06
mem0,4.44444e+06,3.65e-06
mem1,5.55556e+06,3.65e-06
cpu0,2.22222e+08,3.66e-06
mem0,4.44444e+06,3.66e-06
mem1,5.55556e+06,3.66e-06
cpu0,1.22222e+08,3.67e-06
mem0,6.66667e+06,3.67e-06
mem1,5.55556e+06,3.67e-06
cpu0,1.11111e+07,3.68e-06
mem0,4.44444e+06,3.68e-06
mem1,5.55556e+06,3.68e-06
cpu0,1.11111e+07,3.69e-06
mem0,4.44444e+06,3.69e-06
mem1,5.55556e+06,3.69e-06
cpu0,1.11111e+07,3.7e-06
mem0,4.44444e+06,3.7e-06
mem1,5.55556e+06,3.7e-06
cpu0,1.11111e+07,3.71e-06
mem0,4.44444e+06,3.71e-06
mem1,5.55556e+06,3.71e-06
cpu0,6.66667e+07,3.72e-06
mem0,5.33333e+06,3.72e-06
mem1,5.55556e+06,3.72e-06
cpu0,1.11111e+07,3.73e-06
mem0,4.44444e+06,3.73e-06
mem1,5.55556e+06,3.73e-06
cpu0,1.11111e+07,3.74e-06
mem0,4.44444e+06,3.74e-06
mem1,5.55556e+06,3.74e-06
cpu0,1.11111e+07,3.75e-06
mem0,4.44444e+06,3.75e-06
mem1,5.55556e+06,3.75e-06
cpu0,1.11111e+07,3.76e-06
mem0,4.44444e+06,3.76e-06
mem1,5.55556e+06,3.76e-06
cpu0,6.66667e+07,3.77e-06
mem0,4.44444e+06,3.77e-06
mem1,7.22222e+06,3.77e-06
cpu0,1.11111e+07,3.78e-06
mem0,4.44444e+06,3.78e-06
mem1,5.55556e+06,3.78e-06
cpu0,1.11111e+07,3.79e-06
mem0,4.44444e+06,3.79e-06
mem1,5.55556e+06,3.79e-06
cpu0,1.11111e+07,3.8e-06
mem0,4.44444e+06,3.8e-06
mem1,5.55556e+06,3.8e-06
cpu0,1.11111e+07,3.81e-06
mem0,4.44444e+06,3.81e-06
mem1,5.55556e+06,3.81e-06
cpu0,1.22222e+08,3.82e-06
mem0,4.44444e+06,3.82e-06
mem1,4.445e+06,3.82e-06
cpu0,1.11111e+07,3.83e-06
mem0,4.44444e+06,3.83e-06
mem1,555.556,3.83e-06
cpu0,1.11111e+07,3.84e-06
mem0,4.44444e+06,3.84e-06
mem1,555.556,3.84e-06
cpu0,1.11111e+07,3.85e-06
mem0,4.44444e+06,3.85e-06
mem1,555.556,3.85e-06
cpu0,1.11111e+07,3.86e-06
mem0,4.44444e+06,3.86e-06
mem1,555.556,3.86e-06
cpu0,1.22222e+08,3.87e-06
mem0,4.44444e+06,3.87e-06
mem1,4.445e+06,3.87e-06
cpu0,1.11111e+07,3.88e-06
mem0,4.44444e+06,3.88e-06
mem1,555.556,3.88e-06
cpu0,1.11111e+07,3.89e-06
mem0,4.44444e+06,3.89e-06
mem1,555.556,3.89e-06
cpu0,1.11111e+07,3.9e-06
mem0,4.44444e+06,3.9e-06
mem1,555.556,3.9e-06
cpu0,1.11111e+07,3.91e-06
mem0,4.44444e+06,3.91e-06
mem1,555.556,3.91e-06
cpu0,1.22222e+08,3.92e-06
mem0,4.44444e+06,3.92e-06
mem1,4.445e+06,3.92e-06
cpu0,1.11111e+07,3.93e-06
mem0,4.44444e+06,3.93e-06
mem1,555.556,3.93e-06
cpu0,1.11111e+07,3.94e-06
mem0,4.44444e+06,3.94e-06
mem1,555.556,3.94e-06
cpu0,1.11111e+07,3.95e-06
mem0,4.44444e+06,3.95e-06
mem1,555.556,3.95e-06
cpu0,1.11111e+07,3.96e-06
mem0,4.44444e+06,3.96e-06
mem1,555.556,3.96e-06
cpu0,1.22222e+08,3.97e-06
mem0,4.44444e+06,3.97e-06
mem1,4.445e+06,3.97e-06
cpu0,1.11111e+07,3.98e-06
mem0,4.44444e+06,3.98e-06
mem1,555.556,3.98e-06
cpu0,1.11111e+07,3.99e-06
mem0,4.44444e+06,3.99e-06
mem1,555.556,3.99e-06
cpu0,1.11111e+07,4e-06
mem0,4.44444e+06,4e-06
mem1,555.556,4e-06
cpu0,1.11111e+07,4.01e-06
mem0,4.44444e+06,4.01e-06
mem1,555.556,4.01e-06
cpu0,1.22222e+08,4.02e-06
mem0,4.44444e+06,4.02e-06
mem1,4.445e+06,4.02e-06
cpu0,1.11111e+07,4.03e-06
mem0,4.44444e+06,4.03e-06
mem1,555.556,4.03e-06
cpu0,1.11111e+07,4.04e-06
mem0,4.44444e+06,4.04e-06
mem1,555.556,4.04e-06
cpu0,1.11111e+07,4.05e-06
mem0,4.44444e+06,4.05e-06
mem1,555.556,4.05e-06
cpu0,1.11111e+07,4.06e-06
mem0,4.44444e+06,4.06e-06
mem1,555.556,4.06e-06
cpu0,6.66667e+07,4.07e-06
mem0,4.44444e+06,4.07e-06
mem1,1.66722e+06,4.07e-06
cpu0,1.11111e+07,4.08e-06
mem0,4.44444e+06,4.08e-06
mem1,555.556,4.08e-06
cpu0,1.11111e+07,4.09e-06
mem0,4.44444e+06,4.09e-06
mem1,555.556,4.09e-06
cpu0,1.11111e+07,4.1e-06
mem0,4.44444e+06,4.1e-06
mem1,555.556,4.1e-06
cpu0,1.11111e+07,4.11e-06
mem0,4.44444e+06,4.11e-06
mem1,555.556,4.11e-06
cpu0,6.66667e+07,4.12e-06
mem0,5.33333e+06,4.12e-06
mem1,555.556,4.12e-06
cpu0,1.11111e+07,4.13e-06
mem0,4.44444e+06,4.13e-06
mem1,555.556,4.13e-06
cpu0,1.11111e+07,4.14e-06
mem0,4.44444e+06,4.14e-06
mem1,555.556,4.14e-06
cpu0,1.11111e+07,4.15e-06
mem0,4.44444e+06,4.15e-06
mem1,555.556,4.15e-06
cpu0,1.11111e+07,4.16e-06
mem0,4.44444e+06,4.16e-06
mem1,555.556,4.16e-06
cpu0,1.22222e+08,4.17e-06
mem0,6.66667e+06,4.17e-06
mem1,555.556,4.17e-06
cpu0,1.11111e+07,4.18e-06
mem0,4.44444e+06,4.18e-06
mem1,555.556,4.18e-06
cpu0,1.11111e+07,4.19e-06
mem0,4.44444e+06,4.19e-06
mem1,555.556,4.19e-06
cpu0,1.11111e+07,4.2e-06
mem0,4.44444e+06,4.2e-06
mem1,555.556,4.2e-06
cpu0,1.11111e+07,4.21e-06
mem0,4.44444e+06,4.21e-06
mem1,555.556,4.21e-06
cpu0,6.66667e+07,4.22e-06
mem0,4.44444e+06,4.22e-06
mem1,1.66722e+06,4.22e-06
cpu0,1.11111e+07,4.23e-06
mem0,4.44444e+06,4.23e-06
mem1,555.556,4.23e-06
cpu0,1.11111e+07,4.24e-06
mem0,4.44444e+06,4.24e-06
mem1,555.556,4.24e-06
cpu0,1.11111e+07,4.25e-06
mem0,4.44444e+06,4.25e-06
mem1,555.556,4.25e-06
cpu0,1.11111e+07,4.26e-06
mem0,4.44444e+06,4.26e-06
mem1,555.556,4.26e-06
cpu0,1.22222e+08,4.27e-06
mem0,6.66667e+06,4.27e-06
mem1,555.556,4.27e-06
cpu0,1.11111e+07,4.28e-06
mem0,4.44444e+06,4.28e-06
mem1,555.556,4.28e-06
cpu0,1.11111e+07,4.29e-06
mem0,4.44444e+06,4.29e-06
mem1,555.556,4.29e-06
cpu0,1.11111e+07,4.3e-06
mem0,4.44444e+06,4.3e-06
mem1,555.556,4.3e-06
cpu0,1.11111e+07,4.31e-06
mem0,4.44444e+06,4.31e-06
mem1,555.556,4.31e-06
cpu0,6.66667e+07,4.32e-06
mem0,4.44444e+06,4.32e-06
mem1,1.66722e+06,4.32e-06
cpu0,1.11111e+07,4.33e-06
mem0,4.44444e+06,4.33e-06
mem1,555.556,4.33e-06
cpu0,1.11111e+07,4.34e-06
mem0,4.44444e+06,4.34e-06
mem1,555.556,4.34e-06
cpu0,1.11111e+07,4.35e-06
mem0,4.44444e+06,4.35e-06
mem1,555.556,4.35e-06
cpu0,1.11111e+07,4.36e-06
mem0,4.44444e+06,4.36e-06
mem1,555.556,4.36e-06
cpu0,6.66667e+07,4.37e-06
mem0,4.44444e+06,4.37e-06
mem1,1.66722e+06,4.37e-06
cpu0,1.11111e+07,4.38e-06
mem0,4.44444e+06,4.38e-06
mem1,555.556,4.38e-06
cpu0,1.11111e+07,4.39e-06
mem0,4.44444e+06,4.39e-06
mem1,555.556,4.39e-06
cpu0,1.11111e+07,4.4e-06
mem0,4.44444e+06,4.4e-06
mem1,555.556,4.4e-06
cpu0,1.11111e+07,4.41e-06
mem0,4.44444e+06,4.41e-06
mem1,555.556,4.41e-06
cpu0,1.22222e+08,4.42e-06
mem0,4.44444e+06,4.42e-06
mem1,4.445e+06,4.42e-06
cpu0,1.11111e+07,4.43e-06
mem0,4.44444e+06,4.43e-06
mem1,555.556,4.43e-06
cpu0,1.11111e+07,4.44e-06
mem0,4.44444e+06,4.44e-06
mem1,555.556,4.44e-06
cpu0,1.11111e+07,4.45e-06
mem0,4.44444e+06,4.45e-06
mem1,555.556,4.45e-06
cpu0,1.11111e+07,4.46e-06
mem0,4.44444e+06,4.46e-06
mem1,555.556,4.46e-06
cpu0,1.22222e+08,4.47e-06
mem0,4.44444e+06,4.47e-06
mem1,4.445e+06,4.47e-06
cpu0,1.11111e+07,4.48e-06
mem0,4.44444e+06,4.48e-06
mem1,555.556,4.48e-06
cpu0,1.11111e+07,4.49e-06
mem0,4.44444e+06,4.49e-06
mem1,555.556,4.49e-06
cpu0,1.11111e+07,4.5e-06
mem0,4.44444e+06,4.5e-06
mem1,555.556,4.5e-06
cpu0,1.11111e+07,4.51e-06
mem0,4.44444e+06,4.51e-06
mem1,555.556,4.51e-06
cpu0,1.22222e+08,4.52e-06
mem0,4.44444e+06,4.52e-06
mem1,4.445e+06,4.52e-06
cpu0,1.11111e+07,4.53e-06
mem0,4.44444e+06,4.53e-06
mem1,555.556,4.53e-06
cpu0,1.11111e+07,4.54e-06
mem0,4.44444e+06,4.54e-06
mem1,555.556,4.54e-06
cpu0,1.11111e+07,4.55e-06
mem0,4.44444e+06,4.55e-06
mem1,555.556,4.55e-06
cpu0,1.11111e+07,4.56e-06
mem0,4.44444e+06,4.56e-06
mem1,555.556,4.56e-06
cpu0,1.22222e+08,4.57e-06
mem0,4.44444e+06,4.57e-06
mem1,4.445e+06,4.57e-06
cpu0,1.11111e+07,4.58e-06
mem0,4.44444e+06,4.58e-06
mem1,555.556,4.58e-06
cpu0,1.11111e+07,4.59e-06
mem0,4.44444e+06,4.59e-06
mem1,555.556,4.59e-06
cpu0,1.11111e+07,4.6e-06
mem0,4.44444e+06,4.6e-06
mem1,555.556,4.6e-06
cpu0,1.11111e+07,4.61e-06
mem0,4.44444e+06,4.61e-06
mem1,555.556,4.61e-06
cpu0,1.22222e+08,4.62e-06
mem0,4.44444e+06,4.62e-06
mem1,4.445e+06,4.62e-06
cpu0,1.11111e+07,4.63e-06
mem0,4.44444e+06,4.63e-06
mem1,555.556,4.63e-06
cpu0,1.11111e+07,4.64e-06
mem0,4.44444e+06,4.64e-06
mem1,555.556,4.64e-06
cpu0,1.11111e+07,4.65e-06
mem0,4.44444e+06,4.65e-06
mem1,555.556,4.65e-06
cpu0,1.11111e+07,4.66e-06
mem0,4.44444e+06,4.66e-06
mem1,555.556,4.66e-06
cpu0,6.66667e+07,4.67e-06
mem0,5.33333e+06,4.67e-06
mem1,555.556,4.67e-06
cpu0,1.11111e+07,4.68e-06
mem0,4.44444e+06,4.68e-06
mem1,555.556,4.68e-06
cpu0,1.11111e+07,4.69e-06
mem0,4.44444e+06,4.69e-06
mem1,555.556,4.69e-06
cpu0,1.11111e+07,4.7e-06
mem0,4.44444e+06,4.7e-06
mem1,555.556,4.7e-06
cpu0,1.11111e+07,4.71e-06
mem0,4.44444e+06,4.71e-06
mem1,555.556,4.71e-06
cpu0,6.66667e+07,4.72e-06
mem0,5.33333e+06,4.72e-06
mem1,555.556,4.72e-06
cpu0,1.11111e+07,4.73e-06
mem0,4.44444e+06,4.73e-06
mem1,555.556,4.73e-06
cpu0,1.11111e+07,4.74e-06
mem0,4.44444e+06,4.74e-06
mem1,555.556,4.74e-06
cpu0,1.11111e+07,4.75e-06
mem0,4.44444e+06,4.75e-06
mem1,555.556,4.75e-06
cpu0,1.11111e+07,4.76e-06
mem0,4.44444e+06,4.76e-06
mem1,555.556,4.76e-06
cpu0,6.66667e+07,4.77e-06
mem0,5.33333e+06,4.77e-06
mem1,555.556,4.77e-06
cpu0,1.11111e+07,4.78e-06
mem0,4.44444e+06,4.78e-06
mem1,555.556,4.78e-06
cpu0,1.11111e+07,4.79e-06
mem0,4.44444e+06,4.79e-06
mem1,555.556,4.79e-06
cpu0,1.11111e+07,4.8e-06
mem0,4.44444e+06,4.8e-06
mem1,555.556,4.8e-06
cpu0,1.11111e+07,4.81e-06
mem0,4.44444e+06,4.81e-06
mem1,555.556,4.81e-06
cpu0,6.66667e+07,4.82e-06
mem0,5.33333e+06,4.82e-06
mem1,555.556,4.82e-06
cpu0,1.11111e+07,4.83e-06
mem0,4.44444e+06,4.83e-06
mem1,555.556,4.83e-06
cpu0,1.11111e+07,4.84e-06
mem0,4.44444e+06,4.84e-06
mem1,555.556,4.84e-06
cpu0,1.11111e+07,4.85e-06
mem0,4.44444e+06,4.85e-06
mem1,555.556,4.85e-06
cpu0,1.11111e+07,4.86e-06
mem0,4.44444e+06,4.86e-06
mem1,555.556,4.86e-06
cpu0,1.22222e+08,4.87e-06
mem0,2.22233e+06,4.87e-06
mem1,555.556,4.87e-06
cpu0,1.11111e+07,4.88e-06
mem0,111.111,4.88e-06
mem1,555.556,4.88e-06
cpu0,1.11111e+07,4.89e-06
mem0,111.111,4.89e-06
mem1,555.556,4.89e-06
cpu0,1.11111e+07,4.9e-06
mem0,111.111,4.9e-06
mem1,555.556,4.9e-06
cpu0,1.11111e+07,4.91e-06
mem0,111.111,4.91e-06
mem1,555.556,4.91e-06
cpu0,1.22222e+08,4.92e-06
mem0,111.111,4.92e-06
mem1,4.445e+06,4.92e-06
cpu0,1.11111e+07,4.93e-06
mem0,111.111,4.93e-06
mem1,555.556,4.93e-06
cpu0,1.11111e+07,4.94e-06
mem0,111.111,4.94e-06
mem1,555.556,4.94e-06
cpu0,1.11111e+07,4.95e-06
mem0,111.111,4.95e-06
mem1,555.556,4.95e-06
cpu0,1.11111e+07,4.96e-06
mem0,111.111,4.96e-06
mem1,555.556,4.96e-06
cpu0,6.66667e+07,4.97e-06
mem0,111.111,4.97e-06
mem1,1.66722e+06,4.97e-06
cpu0,1.11111e+07,4.98e-06
mem0,111.111,4.98e-06
mem1,555.556,4.98e-06
cpu0,1.11111e+07,4.99e-06
mem0,111.111,4.99e-06
mem1,555.556,4.99e-06
cpu0,1.11111e+07,5e-06
mem0,111.111,5e-06
mem1,555.556,5e-06
cpu0,1.11111e+07,5.01e-06
mem0,111.111,5.01e-06
mem1,555.556,5.01e-06
cpu0,1.22222e+08,5.02e-06
mem0,111.111,5.02e-06
mem1,4.445e+06,5.02e-06
cpu0,1.11111e+07,5.03e-06
mem0,111.111,5.03e-06
mem1,555.556,5.03e-06
cpu0,1.11111e+07,5.04e-06
mem0,111.111,5.04e-06
mem1,555.556,5.04e-06
cpu0,1.11111e+07,5.05e-06
mem0,111.111,5.05e-06
mem1,555.556,5.05e-06
cpu0,1.11111e+07,5.06e-06
mem0,111.111,5.06e-06
mem1,555.556,5.06e-06
cpu0,6.66667e+07,5.07e-06
mem0,111.111,5.07e-06
mem1,1.66722e+06,5.07e-06
cpu0,1.11111e+07,5.08e-06
mem0,111.111,5.08e-06
mem1,555.556,5.08e-06
cpu0,1.11111e+07,5.09e-06
mem0,111.111,5.09e-06
mem1,555.556,5.09e-06
cpu0,1.11111e+07,5.1e-06
mem0,111.111,5.1e-06
